09:55:53 19.0 51.5 1012.1
09:56:00 19.0 51.3 1012.1
09:56:06 19.0 51.2 1012.1
09:56:12 19.0 51.2 1012.1
09:56:19 19.0 51.4 1012.1
09:56:25 19.0 51.2 1012.1
09:56:31 18.9 51.5 1012.1
09:56:37 18.9 51.2 1012.1
09:56:44 18.9 51.3 1012.1
09:56:50 18.9 51.5 1012.1
09:56:56 18.9 51.3 1012.1
09:57:07 18.8 51.4 1012.2
09:57:14 18.8 51.6 1012.2
09:57:20 18.8 51.7 1012.2
09:57:26 18.8 51.5 1012.2
09:57:33 18.8 51.6 1012.1
09:57:39 18.8 51.6 1012.1
09:57:50 18.8 51.6 1012.1
09:57:56 18.8 52.0 1012.2
09:58:02 18.8 51.7 1012.1
09:58:09 18.8 51.7 1012.1
09:58:15 18.8 51.8 1012.1
09:58:21 18.8 51.7 1012.1
09:58:28 18.8 51.8 1012.2
09:58:34 18.8 51.8 1012.1
09:58:40 18.8 51.8 1012.2
09:58:46 18.8 51.7 1012.2
09:58:53 18.8 51.9 1012.2
09:58:59 18.8 51.9 1012.1
09:59:05 18.8 52.0 1012.1
09:59:11 18.8 52.0 1012.2
09:59:17 18.8 52.0 1012.1
09:59:24 18.8 51.7 1012.2
09:59:30 18.8 51.9 1012.2
09:59:36 18.8 51.7 1012.2
09:59:43 18.8 51.8 1012.2
09:59:49 18.8 51.7 1012.2
09:59:55 18.9 51.7 1012.2
10:00:01 18.9 51.8 1012.1
10:00:08 18.9 51.8 1012.1
10:00:14 18.9 51.7 1012.1
10:00:20 18.9 51.7 1012.2
10:00:26 18.8 51.8 1012.2
10:00:33 18.8 51.5 1012.1
10:00:39 18.9 51.6 1012.2
10:00:45 18.9 51.6 1012.2
10:00:51 18.9 51.5 1012.1
10:00:58 18.9 51.5 1012.2
10:01:04 18.9 51.8 1012.1
10:01:10 18.9 51.5 1012.1
10:01:16 18.9 51.7 1012.1
10:01:23 18.9 52.0 1012.1
10:01:29 18.9 51.5 1012.1
10:01:36 18.9 51.6 1012.2
10:01:42 18.9 51.8 1012.1
10:01:48 18.9 51.8 1012.1
10:01:55 18.9 52.0 1012.1
10:02:01 18.9 51.8 1012.1
10:02:07 18.9 51.7 1012.1
10:02:14 18.9 51.8 1012.1
10:02:20 18.9 51.7 1012.1
10:02:26 18.9 51.8 1012.1
10:02:32 18.9 51.8 1012.1
10:02:39 18.9 51.8 1012.1
10:02:45 18.9 51.7 1012.1
10:02:51 18.9 51.6 1012.1
10:02:58 18.9 51.7 1012.1
10:03:04 18.9 51.7 1012.2
10:03:10 18.9 51.5 1012.1
10:03:16 18.9 51.6 1012.1
10:03:23 18.9 51.7 1012.1
10:03:29 18.9 51.8 1012.1
10:03:36 18.9 51.7 1012.2
10:03:42 18.9 51.6 1012.1
10:03:48 18.9 51.4 1012.2
10:03:54 18.9 51.4 1012.2
10:04:01 18.9 51.4 1012.2
10:04:07 18.9 51.7 1012.2
10:04:13 18.9 51.3 1012.1
10:04:19 18.9 51.3 1012.1
10:04:26 18.9 51.5 1012.1
10:04:42 18.9 51.5 1012.2
10:04:48 18.9 51.6 1012.1
10:04:54 18.9 51.2 1012.2
10:05:01 18.9 51.5 1012.1
10:05:07 18.9 51.4 1012.1
10:05:13 18.9 51.6 1012.1
10:05:19 18.9 51.3 1012.1
10:05:26 18.9 51.5 1012.1
10:05:32 18.9 51.4 1012.1
10:05:38 18.9 51.5 1012.1
10:05:44 18.9 51.5 1012.1
10:05:51 18.9 51.5 1012.1
10:06:07 18.9 51.7 1012.1
10:06:13 18.9 51.8 1012.1
10:06:19 18.9 51.9 1012.1
10:06:25 18.9 51.8 1012.1
10:06:32 18.9 51.8 1012.1
10:06:38 18.9 51.5 1012.1
10:06:44 18.9 51.8 1012.1
10:06:51 18.9 52.1 1012.1
10:06:57 18.9 52.1 1012.1
10:07:03 18.9 51.9 1012.1
10:07:10 18.9 51.8 1012.1
10:07:16 18.9 51.8 1012.1
10:07:22 18.9 51.6 1012.1
10:07:29 18.9 51.6 1012.2
10:07:38 18.9 51.9 1012.2
10:07:44 18.9 51.8 1012.1
10:07:51 18.9 52.0 1012.1
10:07:57 18.9 51.7 1012.1
10:08:03 18.9 52.0 1012.1
10:08:10 18.9 51.9 1012.1
10:08:16 18.9 51.8 1012.1
10:08:22 18.9 51.5 1012.1
10:08:29 18.9 51.8 1012.1
10:08:35 18.9 51.8 1012.1
10:08:41 18.9 51.7 1012.1
10:08:48 18.9 51.4 1012.1
10:08:54 18.9 51.5 1012.1
10:09:00 18.9 51.7 1012.1
10:09:07 18.9 51.7 1012.2
10:09:13 18.9 51.8 1012.1
10:09:19 18.9 51.6 1012.1
10:09:25 18.9 51.9 1012.1
10:09:32 18.9 52.0 1012.1
10:09:38 18.9 51.6 1012.1
10:09:44 18.9 51.8 1012.1
10:09:51 19.0 51.6 1012.1
10:09:57 19.0 51.8 1012.1
10:10:03 19.0 51.7 1012.1
10:10:10 19.0 51.4 1012.1
10:10:16 19.0 51.5 1012.1
10:10:22 19.0 51.5 1012.1
10:10:29 19.0 51.7 1012.0
10:10:35 19.0 51.5 1012.1
10:10:41 19.0 51.5 1012.1
10:10:48 19.0 51.3 1012.1
10:10:54 19.0 51.5 1012.1
10:11:00 19.0 51.4 1012.1
10:11:06 19.0 51.4 1012.1
10:11:13 19.0 51.4 1012.0
10:11:19 19.0 51.6 1012.1
10:11:25 19.0 51.7 1012.1
10:11:31 19.0 51.6 1012.2
10:11:38 19.0 51.5 1012.1
10:11:44 19.0 51.5 1012.1
10:11:50 19.0 51.3 1012.1
10:11:56 19.0 51.5 1012.1
10:12:03 19.0 51.4 1012.1
10:12:09 19.0 51.3 1012.1
10:12:15 19.0 51.4 1012.0
10:12:21 19.0 51.1 1012.1
10:12:28 19.0 51.1 1012.0
10:12:34 19.0 51.0 1012.0
10:12:50 19.0 51.2 1012.0
10:12:57 19.0 51.0 1012.1
10:13:03 19.0 51.1 1012.0
10:13:09 19.1 51.2 1012.0
10:13:15 19.0 51.1 1012.1
10:13:22 19.1 51.3 1012.1
10:13:28 19.1 51.3 1012.0
10:13:34 19.1 51.4 1012.0
10:13:40 19.1 51.4 1012.0
10:13:47 19.1 51.4 1012.0
10:13:53 19.1 51.4 1012.0
10:14:00 19.1 51.2 1012.0
10:14:06 19.1 51.2 1012.0
10:14:13 19.1 50.9 1011.9
10:14:19 19.1 50.9 1012.0
10:14:25 19.1 51.0 1012.0
10:14:32 19.1 50.9 1012.0
10:14:39 19.1 50.8 1012.0
10:14:45 19.1 51.0 1012.0
10:14:51 19.1 50.8 1012.0
10:14:58 19.1 50.9 1012.0
10:15:04 19.1 51.0 1012.0
10:15:10 19.1 50.8 1012.0
10:15:16 19.1 51.0 1012.0
10:15:23 19.1 51.1 1011.9
10:15:29 19.1 51.1 1012.0
10:15:35 19.1 50.9 1012.0
10:15:42 19.1 50.9 1012.0
10:15:48 19.1 51.3 1011.9
10:15:54 19.1 51.2 1012.0
10:16:00 19.1 51.2 1012.0
10:16:07 19.1 51.3 1012.0
10:16:13 19.1 51.3 1012.0
10:16:19 19.1 51.1 1012.0
10:16:25 19.1 51.3 1012.0
10:16:32 19.1 51.2 1012.0
10:16:38 19.1 51.2 1012.0
10:16:44 19.1 51.1 1012.0
10:16:51 19.1 51.1 1012.0
10:16:58 19.1 51.0 1012.0
10:17:04 19.1 50.9 1012.1
10:17:10 19.1 51.0 1012.0
10:17:16 19.1 51.0 1012.1
10:17:23 19.1 50.7 1012.0
10:17:29 19.1 50.9 1012.0
10:17:35 19.1 51.0 1012.0
10:17:41 19.1 51.0 1012.0
10:17:48 19.1 51.1 1012.1
10:17:54 19.1 51.0 1012.1
10:18:00 19.1 50.8 1012.1
10:18:06 19.1 51.0 1012.1
10:18:13 19.1 51.0 1012.1
10:18:19 19.1 50.7 1012.1
10:18:25 19.1 51.0 1012.1
10:18:31 19.1 51.1 1012.1
10:18:38 19.1 50.7 1012.0
10:18:44 19.1 50.9 1012.1
10:18:50 19.1 50.9 1012.1
10:18:56 19.1 50.7 1012.1
10:19:03 19.1 50.8 1012.1
10:19:09 19.1 50.9 1012.1
10:19:15 19.1 51.0 1012.1
10:19:22 19.1 50.8 1012.1
10:19:28 19.1 50.9 1012.1
10:19:34 19.2 51.1 1012.2
10:19:40 19.1 51.1 1012.1
10:19:47 19.2 51.1 1012.2
10:19:58 19.2 51.1 1012.2
10:20:04 19.1 50.9 1012.2
10:20:10 19.1 50.9 1012.1
10:20:17 19.2 50.8 1012.1
10:20:28 19.1 50.8 1012.2
10:20:34 19.1 50.8 1012.2
10:20:41 19.1 50.6 1012.2
10:20:47 19.1 50.6 1012.2
10:20:54 19.2 50.3 1012.2
10:21:00 19.1 50.5 1012.2
10:21:06 19.1 50.4 1012.2
10:21:13 19.2 50.4 1012.2
time and date, temperature (C), humidity, pressure
10:43:06 19.6 49.8 1.0123
10:43:13 19.6 49.9 1.0123
10:43:19 19.6 49.8 1.0123
10:43:26 19.6 49.7 1.0123
time and date, temperature (C), humidity, pressure
10:45:18 19.5 49.4 1.0
10:45:25 19.5 49.5 1.0
10:45:36 19.5 49.6 1.0
10:45:42 19.5 49.7 1.0
10:45:48 19.5 49.8 1.0
10:45:54 19.5 49.9 1.0
10:46:00 19.5 49.5 1.0
10:46:06 19.5 49.6 1.0
10:46:12 19.5 49.7 1.0
10:46:19 19.5 49.6 1.0
10:46:25 19.5 49.3 1.0
10:46:31 19.4 49.2 1.0
10:46:37 19.5 49.3 1.0
10:46:43 19.5 49.4 1.0
10:46:49 19.5 49.4 1.0
10:46:55 19.5 49.4 1.0
10:47:01 19.5 49.4 1.0
time and date, temperature (C), humidity, pressure
11:50:23 19.8 47.7 1012.2
11:50:30 19.8 47.8 1012.2
11:50:36 19.9 47.6 1012.1
